Tax Year,Resident Type,Place of Residence,Country,State,County,Income Class,Disclosure,Number of All Returns,NY AGI of All Returns (in thousands) *,Deductions of All Returns (in thousands),Dependent Exemptions of All Returns (in thousands),Taxable Income of All Returns (in thousands),Tax Before Credits of All Returns (in thousands),Tax Liability of All Returns (in thousands) **,Place of Residence Sort Order,Income Class Sort Order
2011,Full-Year Nonresident,Illinois,United States,Illinois,All,"20,000 - 29,999",,405,"10,133","3,324",64,"6,356",276,140,113,4
2000,Full-Year Resident, Putnam ,United States,New York,Putnam,"30,000 - 39,999",,"3,775","131,980","41,757","1,904","88,319","4,380","4,075",43,5
2011,Full-Year Nonresident,Florida,United States,Florida,All,"40,000 - 49,999",,"1,924","86,479","24,745",586,"57,181","2,398","1,140",109,6
2009,Full-Year Resident,Broome,United States,New York,Broome,"60,000 - 74,999",,"5,583","373,770","78,372","4,448","290,950","16,159","14,861",9,8
2008,Full-Year Resident, Greene ,United States,New York,Greene,"30,000 - 39,999",,"2,022","70,552","23,014","1,205","46,333","2,280","1,846",25,5
2011,Full-Year Resident,Westchester,United States,New York,Westchester,"Under 5,000",,"63,928","-1,101,551","93,789",4,"5,832",234,"-6,013",61,1
2012,Full-Year Resident,Albany,United States,New York,Albany,"60,000 - 74,999",,"9,402","631,551.55","127,318.60","5,819","498,413.95","27,660.85","26,018.57",7,8
2007,Full-Year Resident, Franklin ,United States,New York,Franklin,"250,000 - 499,999",,72,"23,885","1,845",56,"21,984","1,506","1,419",22,12
2003,Full-Year Resident, Monroe ,United States,New York,Monroe,"50,000 - 59,999",,"18,800","1,031,521","250,289","16,338","764,893","40,404","39,475",32,7
2011,Full-Year Resident,Rensselaer,United States,New York,Rensselaer,"20,000 - 29,999",,"8,684","216,063","86,497","4,337","125,229","5,662","2,246",44,4
2008,Full-Year Nonresident,Pennsylvania,United States,Pennsylvania,All,Total,,"58,819","8,994,497","1,015,499","46,198","7,649,881","503,108","159,175",137,14
2006,Full-Year Resident, Ulster ,United States,New York,Ulster,"20,000 - 29,999",,"9,760","242,079","104,073","4,865","133,141","5,972","3,135",57,4
2007,Full-Year Nonresident,Minnesota,United States,Minnesota,All,"40,000 - 49,999",,73,"3,248","1,122",21,"2,105",127,45,123,6
2004,Full-Year Resident, St. Lawrence ,United States,New York,St. Lawrence,Total,,"39,589","1,318,984","387,450","23,168","908,382","50,542","43,513",46,12
2011,Full-Year Nonresident,Arizona,United States,Arizona,All,"40,000 - 49,999",,171,"7,712","2,315",46,"4,997",212,72,102,6
2000,Full-Year Resident, Tioga ,United States,New York,Tioga,"40,000 - 49,999",,"1,789","80,239","21,536","1,787","56,916","2,773","2,462",55,6
2007,Full-Year Resident, Erie ,United States,New York,Erie,"75,000 - 99,999",,"32,099","2,773,447","514,538","34,942","2,223,967","128,916","119,755",20,9
1999,Full-Year Resident, Nassau ,United States,New York,Nassau,"40,000 - 49,999",,"45,114","2,020,554","561,429","27,792","1,431,333","74,671","73,883",34,6
2009,Full-Year Nonresident,District of Columbia,United States,District of Columbia,All,"200,000 - 249,999",,115,"25,996","3,018",46,"18,870","1,296",315,108,11
2009,Full-Year Nonresident,Kentucky,United States,Kentucky,All,"40,000 - 49,999",,53,"2,397",710,32,"1,472",75,28,117,6
2003,Full-Year Resident, Cattaraugus ,United States,New York,Cattaraugus,"40,000 - 49,999",,"2,605","116,617","33,579","2,514","80,524","3,944","3,689",10,6
2006,Full-Year Nonresident,Kansas,United States,Kansas,All,Total,,"1,022","832,897","47,404",639,"719,704","49,117","3,389",116,12
2000,Full-Year Resident, Otsego ,United States,New York,Otsego,"200,000 and over",,237,"124,514","6,478",239,"117,797","8,069","7,931",42,11
2005,Full-Year Nonresident,Wisconsin,United States,Wisconsin,All,"200,000 and over",,344,"924,623","34,502",323,"739,283","56,748","2,244",148,11
2004,Full-Year Nonresident,Maine,United States,Maine,All,"200,000 and over",,206,"184,056","7,189",192,"157,247","12,009","3,221",119,11
2002,Full-Year Resident, Washington ,United States,New York,Washington,"200,000 and over",,110,"47,278","2,641",109,"44,528","3,050","2,929",59,11
2010,Full-Year Resident,Genesee,United States,New York,Genesee,"200,000 - 249,999",,78,"17,401","1,834",89,"15,478","1,061",951,24,11
2008,Full-Year Resident, Cortland ,United States,New York,Cortland,Total,,"19,724","768,294","201,152","10,509","561,955","31,996","25,514",17,14
2002,Full-Year Nonresident,Missouri,United States,Missouri,All,Total,,"1,461","459,070","33,923",963,"350,635","23,643","2,225",125,12
2008,Full-Year Nonresident,Oregon,United States,Oregon,All,"Under 5,000",,116,"-91,201",185,0,22,1,1,136,1
2000,Full-Year Nonresident,Maine,United States,Maine,All,"Under 5,000",,110,292,242,0,49,2,1,119,1
2000,Full-Year Nonresident,Delaware,United States,Delaware,All,"20,000 - 29,999",,65,"1,592",631,27,934,42,18,107,4
2011,Full-Year Resident,Saratoga,United States,New York,Saratoga,"5,000 - 9,999",,"8,153","60,252","48,554",99,"11,599",464,-701,47,2
1999,Full-Year Resident, Schenectady ,United States,New York,Schenectady,"40,000 - 49,999",,"4,709","211,225","54,530","3,675","153,021","7,757","7,697",48,6
2006,Full-Year Resident, Nassau ,United States,New York,Nassau,"50,000 - 59,999",,"36,030","1,974,136","602,521","22,283","1,349,331","73,765","67,268",34,7
2012,Full-Year Resident,Schenectady,United States,New York,Schenectady,"100,000 - 199,999",,"7,428","980,612.40","142,920.77","8,258","829,433.63","51,730.01","49,900.55",48,10
2007,Full-Year Resident, Jefferson ,United States,New York,Jefferson,"Under 5,000",,"6,452","13,369","12,631",0,766,31,-600,28,1
2003,Full-Year Resident, Essex ,United States,New York,Essex,"10,000 - 19,999",,"2,881","42,958","27,841",958,"14,159",576,-202,21,3
2012,Full-Year Resident,Schuyler,United States,New York,Schuyler,"60,000 - 74,999",,581,"38,904.70","8,394.19",450,"30,060.51","1,612.44","1,447.33",50,8
2012,Full-Year Nonresident,Connecticut,United States,Connecticut,All,"5,000 - 9,999",,"2,553","18,974.36","12,101.81",30.036,"5,778.22",231.201,136.951,106,2
2004,Full-Year Resident, Cattaraugus ,United States,New York,Cattaraugus,"5,000 - 9,999",,"3,735","27,655","23,534",71,"4,051",162,-538,10,2
2008,Full-Year Nonresident,District of Columbia,United States,District of Columbia,All,"200,000 - 249,999",,110,"24,801","3,164",55,"17,741","1,215",254,108,11
2005,Full-Year Resident, Wyoming ,United States,New York,Wyoming,"50,000 - 59,999",,"1,209","66,180","16,711","1,264","48,205","2,466","2,298",62,7
2004,Full-Year Nonresident,Tennessee,United States,Tennessee,All,Total,,"1,591","981,072","65,226",964,"723,763","54,796","3,024",141,12
2006,Full-Year Nonresident,District of Columbia,United States,District of Columbia,All,"100,000 - 199,999",,320,"46,953","7,136",108,"39,708","2,667",551,108,10
2008,Full-Year Resident, Wyoming ,United States,New York,Wyoming,"30,000 - 39,999",,"1,850","64,459","20,704","1,100","42,655","2,085","1,611",62,5
2012,Full-Year Nonresident,Massachusetts,United States,Massachusetts,All,"30,000 - 39,999",,963,"33,257.90","8,306.40",222.899,"19,731.45",995.404,477.325,121,5
2009,Full-Year Nonresident,Indiana,United States,Indiana,All,"30,000 - 39,999",,82,"2,863",924,43,"1,544",75,26,114,5
2010,Full-Year Resident,Cortland,United States,New York,Cortland,"10,000 - 19,999",,"3,310","49,529","30,494","1,283","17,753",722,-794,17,3
2003,Full-Year Resident, Seneca ,United States,New York,Seneca,"20,000 - 29,999",,"1,934","47,818","20,753","1,350","25,715","1,134",668,51,4
2006,Full-Year Resident, Livingston ,United States,New York,Livingston,"5,000 - 9,999",,"2,608","19,351","16,086",31,"3,233",129,-344,30,2
2007,Full-Year Resident, Franklin ,United States,New York,Franklin,"75,000 - 99,999",,"1,251","107,744","19,931","1,405","86,408","4,977","4,565",22,9
1999,Full-Year Nonresident,Rhode Island,United States,Rhode Island,All,"200,000 and over",,255,"314,916","8,596",213,"306,104","20,968","2,097",138,11
2006,Full-Year Resident, Hamilton ,United States,New York,Hamilton,"Under 5,000",,454,850,798,0,52,2,-9,26,1
1999,Full-Year Nonresident,Colorado,United States,Colorado,All,"30,000 - 39,999",,126,"4,433","1,352",37,"3,044",153,47,105,5
1999,Full-Year Nonresident,Florida,United States,Florida,All,"50,000 - 59,999",,"1,281","70,308","18,270",459,"51,579","2,724",992,109,7
2008,Full-Year Resident, Fulton ,United States,New York,Fulton,"50,000 - 59,999",,"1,428","78,228","19,652","1,166","57,410","3,019","2,710",23,7
2011,Full-Year Nonresident,North Dakota,United States,North Dakota,All,"60,000 - 74,999",d/,,,,,,,,133,8
2009,Full-Year Resident,Cortland,United States,New York,Cortland,"60,000 - 74,999",,"1,339","89,926","19,416","1,241","69,269","3,801","3,447",17,8
2009,Full-Year Resident,St. Lawrence,United States,New York,St. Lawrence,"20,000 - 29,999",,"5,244","129,040","56,218","3,492","69,329","3,066",528,46,4
2001,Full-Year Resident, New York City - Queens ,United States,New York,Queens,"5,000 - 9,999",,"103,799","775,947","709,856",869,"65,217","2,611","-17,889",4,2
2011,Full-Year Nonresident,Michigan,United States,Michigan,All,"200,000 - 249,999",,171,"38,444","3,695",172,"33,987","1,936",304,122,11
2002,Full-Year Resident, Lewis ,United States,New York,Lewis,"50,000 - 59,999",,689,"37,661","9,464",780,"27,417","1,380","1,316",29,7
2007,Full-Year Resident, Nassau ,United States,New York,Nassau,"75,000 - 99,999",,"56,826","4,933,423","1,309,891","52,364","3,571,164","208,298","195,068",34,9
2001,Full-Year Resident, Wayne ,United States,New York,Wayne,"10,000 - 19,999",,"6,710","100,207","61,887","2,664","35,657","1,451",-99,60,3
2003,Full-Year Resident, Livingston ,United States,New York,Livingston,"100,000 - 199,999",,"1,166","146,371","20,122","1,499","124,750","8,108","7,917",30,10
1999,Full-Year Resident, Madison ,United States,New York,Madison,"200,000 and over",,275,"111,891","6,856",288,"104,747","7,175","7,066",31,11
2001,Full-Year Resident, Lewis ,United States,New York,Lewis,"75,000 - 99,999",,367,"31,099","5,154",533,"25,412","1,456","1,376",29,9
2012,Full-Year Nonresident,Utah,United States,Utah,All,"75,000 - 99,999",,96,"8,291.74","1,385.70",86,"5,064.06",285.766,76.114,143,9
2006,Full-Year Resident, St. Lawrence ,United States,New York,St. Lawrence,"75,000 - 99,999",,"2,817","241,963","43,917","3,234","194,812","11,222","10,307",46,9
2008,Full-Year Nonresident,Colorado,United States,Colorado,All,"20,000 - 29,999",,236,"5,940","1,975",43,"2,612",121,50,105,4
2002,Full-Year Resident, Chautauqua ,United States,New York,Chautauqua,"5,000 - 9,999",,"6,775","50,056","43,188",86,"6,782",271,-876,12,2
1999,Full-Year Resident, New York City - Queens ,United States,New York,Queens,"60,000 - 74,999",,"45,614","3,045,628","602,188","41,239","2,402,200","135,328","133,483",4,8
2001,Full-Year Nonresident,Indiana,United States,Indiana,All,"5,000 - 9,999",,76,567,364,0,203,8,5,114,2
2011,Full-Year Nonresident,Kentucky,United States,Kentucky,All,"10,000 - 19,999",,125,"1,853",940,33,729,29,16,117,3
2002,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident","75,000 - 99,999",,"525,565","45,246,837","8,781,119","552,128","35,913,590","2,095,237","2,041,915",67,9
2005,Full-Year Nonresident,North Carolina,United States,North Carolina,All,"5,000 - 9,999",,476,"3,542","3,014",8,507,20,11,132,2
2001,Full-Year Nonresident,Maine,United States,Maine,All,"Under 5,000",,145,426,352,0,74,3,2,119,1
2008,Full-Year Nonresident,Michigan,United States,Michigan,All,"250,000 - 499,999",,423,"149,667","12,345",408,"110,802","7,590","1,491",122,12
2008,Full-Year Resident, Dutchess ,United States,New York,Dutchess,"20,000 - 29,999",,"12,801","318,783","138,948","6,060","173,775","7,839","3,667",19,4
2012,Full-Year Resident,New York City - Kings,United States,New York,New York City - Kings,"500,000 and over",,"5,189","7,909,481.09","276,675.27","7,398","7,625,407.82","604,515.57","541,586.69",2,13
2011,Full-Year Resident,St. Lawrence,United States,New York,St. Lawrence,Total,,"41,427","1,588,845","408,395","22,487","1,174,123","69,038","55,421",46,14
2012,Full-Year Nonresident,Pennsylvania,United States,Pennsylvania,All,"Under 5,000",,"3,339","-532,830.87","6,277.90",0,732.424,29.3,-4.725,137,1
2007,Full-Year Nonresident,Texas,United States,Texas,All,"30,000 - 39,999",,426,"14,886","6,458",163,"8,266",492,207,142,5
1999,Full-Year Resident, Herkimer ,United States,New York,Herkimer,"30,000 - 39,999",,"2,834","98,650","31,615","2,441","64,594","3,010","2,872",27,5
2005,Full-Year Resident, Essex ,United States,New York,Essex,"200,000 and over",,180,"95,517","5,720",166,"89,631","6,731","5,662",21,11
2002,Full-Year Nonresident,Washington,United States,Washington,All,"30,000 - 39,999",,105,"3,609","1,305",35,"2,268",109,28,146,5
2000,Full-Year Nonresident,Michigan,United States,Michigan,All,Total,,"2,441","1,443,215","71,697","1,519","1,261,832","85,872","5,719",122,12
2007,Full-Year Resident, Wyoming ,United States,New York,Wyoming,"250,000 - 499,999",,43,"14,288","1,013",48,"13,227",906,749,62,12
2008,Full-Year Nonresident,Virginia,United States,Virginia,All,"75,000 - 99,999",,733,"63,810","11,981",380,"36,864","2,168",751,145,9
2012,Full-Year Nonresident,Connecticut,United States,Connecticut,All,"500,000 and over",,"11,410","29,009,275.22","503,955.00","18,171","25,537,948.87","2,107,791.19","813,718.97",106,13
2006,Full-Year Resident, Saratoga ,United States,New York,Saratoga,"30,000 - 39,999",,"9,066","316,438","100,838","4,304","211,281","10,484","9,084",47,5
2005,Full-Year Nonresident,Massachusetts,United States,Massachusetts,All,"100,000 - 199,999",,"2,277","323,332","49,558","1,945","265,889","17,907","5,508",121,10
2005,Full-Year Nonresident,Delaware,United States,Delaware,All,"20,000 - 29,999",,91,"2,296",963,38,"1,281",58,27,107,4
2006,Full-Year Nonresident,Missouri,United States,Missouri,All,"10,000 - 19,999",,157,"2,281","1,180",21,"1,081",45,20,125,3
2012,Full-Year Resident,New York City - Bronx,United States,New York,New York City - Bronx,"100,000 - 199,999",,"19,080","2,453,225.32","351,255.27","18,418","2,083,552.04","130,697.45","125,549.87",1,10
2012,Full-Year Nonresident,Oregon,United States,Oregon,All,"30,000 - 39,999",,79,"2,738.63",750.854,16,"1,418.91",69.616,30.261,136,5
2011,Full-Year Resident,Orange,United States,New York,Orange,Total,,"160,424","9,234,676","2,102,832","107,954","7,123,886","460,634","372,348",39,14
2011,Full-Year Nonresident,California,United States,California,All,"10,000 - 19,999",,"2,089","31,207","14,642",116,"13,809",509,231,104,3
2012,Full-Year Resident,Madison,United States,New York,Madison,"50,000 - 59,999",,"1,679","92,077.65","21,870.45","1,192","69,015.20","3,615.57","3,203.41",31,7
2001,Full-Year Resident, Seneca ,United States,New York,Seneca,"20,000 - 29,999",,"1,909","47,311","19,604","1,273","26,434","1,168",918,51,4
1999,Full-Year Nonresident,Vermont,United States,Vermont,All,"5,000 - 9,999",,239,"1,758","1,307",0,450,18,8,144,2
2001,Full-Year Resident, Madison ,United States,New York,Madison,"40,000 - 49,999",,"2,273","101,827","27,493","2,068","72,267","3,581","3,453",31,6
2011,Full-Year Nonresident,Utah,United States,Utah,All,"75,000 - 99,999",,93,"8,119","1,557",70,"6,220",285,72,143,9
2007,Full-Year Resident, Otsego ,United States,New York,Otsego,"50,000 - 59,999",,"1,459","79,735","20,169","1,200","58,366","3,051","2,657",42,7
2003,Full-Year Resident, New York City - Kings ,United States,New York,Kings,"20,000 - 29,999",,"140,598","3,503,450","1,525,539","129,002","1,848,904","80,754","30,265",2,4
2002,Full-Year Nonresident,Georgia,United States,Georgia,All,"200,000 and over",,952,"956,411","40,225","1,157","746,702","51,149","5,315",110,11
2001,Full-Year Resident, Washington ,United States,New York,Washington,"Under 5,000",,"3,908","8,467","7,979",0,488,20,-164,59,1
1999,Full-Year Resident, Ulster ,United States,New York,Ulster,"30,000 - 39,999",,"7,343","255,513","79,681","5,326","170,506","8,203","8,039",57,5
2012,Full-Year Resident,Madison,United States,New York,Madison,"250,000 - 499,999",,261,"86,392.29","6,854.67",279,"79,258.61","5,352.18","5,049.05",31,12
2004,Full-Year Resident, Wyoming ,United States,New York,Wyoming,"5,000 - 9,999",,"1,711","12,619","10,384",28,"2,208",88,-168,62,2
2004,Full-Year Resident, Chemung ,United States,New York,Chemung,"75,000 - 99,999",,"2,259","193,516","35,294","2,754","155,468","8,931","8,420",13,9
2001,Full-Year Nonresident,South Carolina,United States,South Carolina,All,Total,,"2,296","367,448","40,864",963,"312,692","20,683","5,824",139,12
2003,Full-Year Resident, Broome ,United States,New York,Broome,"30,000 - 39,999",,"7,983","278,013","89,982","5,218","182,812","8,818","8,386",9,5
2001,Full-Year Resident, Suffolk ,United States,New York,Suffolk,"Under 5,000",,"84,704","173,929","162,509",4,"11,408",457,-955,53,1
2000,Full-Year Resident, Wayne ,United States,New York,Wayne,"Under 5,000",,"5,835","13,737","12,740",0,996,40,-213,60,1
2006,Full-Year Resident, New York City - Kings ,United States,New York,Kings,"10,000 - 19,999",,"183,746","2,692,213","1,844,487","107,072","740,644","30,023","-95,219",2,3
2001,Full-Year Nonresident,Virginia,United States,Virginia,All,Total,,"6,952","2,132,462","169,649","4,441","1,784,088","120,382","19,596",145,12
2010,Full-Year Resident,Wayne,United States,New York,Wayne,"10,000 - 19,999",,"6,844","101,822","63,179","2,521","36,121","1,472","-1,341",60,3
2003,Full-Year Resident, New York City - Queens ,United States,New York,Queens,"60,000 - 74,999",,"52,262","3,497,254","773,461","44,313","2,679,481","151,661","148,328",4,8
2001,Full-Year Resident, Greene ,United States,New York,Greene,"50,000 - 59,999",,"1,229","67,302","15,567","1,135","50,600","2,633","2,589",25,7
1999,Full-Year Resident, Dutchess ,United States,New York,Dutchess,"75,000 - 99,999",,"10,219","880,453","156,155","12,712","711,585","41,142","39,824",19,9
2005,Full-Year Nonresident,Maryland,United States,Maryland,All,"60,000 - 74,999",,311,"20,949","5,028",209,"15,600",884,229,120,8
2003,Full-Year Resident, Nassau ,United States,New York,Nassau,"40,000 - 49,999",,"45,315","2,030,823","631,408","26,896","1,372,519","71,855","69,081",34,6
2000,Full-Year Resident, Erie ,United States,New York,Erie,"75,000 - 99,999",,"26,356","2,261,425","373,309","31,658","1,856,458","107,384","106,913",20,9
2006,Full-Year Resident, Otsego ,United States,New York,Otsego,"100,000 - 199,999",,"1,189","152,850","22,732","1,326","128,792","8,363","7,961",42,10
1999,Full-Year Resident, Oneida ,United States,New York,Oneida,"75,000 - 99,999",,"4,453","380,693","61,674","5,534","313,484","18,088","17,934",36,9
2010,Full-Year Nonresident,Hawaii,United States,Hawaii,All,"40,000 - 49,999",,56,"2,491",341,17,834,44,19,111,6
2007,Full-Year Resident, Westchester ,United States,New York,Westchester,"10,000 - 19,999",,"50,703","749,301","472,792","18,495","258,014","10,561","-8,313",61,3
2000,Full-Year Resident, Greene ,United States,New York,Greene,"20,000 - 29,999",,"2,694","66,429","27,156","1,574","37,698","1,670","1,430",25,4
2012,Full-Year Resident,Chenango,United States,New York,Chenango,"5,000 - 9,999",,"2,034","15,060.74","12,865.80",40.881,"2,154.06",86.162,-364.732,14,2
2002,Full-Year Resident, Washington ,United States,New York,Washington,Total,,"25,121","803,950","243,115","14,116","546,719","29,302","24,762",59,12
2010,Full-Year Nonresident,Maryland,United States,Maryland,All,"40,000 - 49,999",,342,"15,377","3,784",133,"8,454",450,170,120,6
2009,Full-Year Resident,Putnam,United States,New York,Putnam,"40,000 - 49,999",,"2,952","132,677","42,787","1,563","88,328","4,650","3,971",43,6
2005,Full-Year Resident, Tompkins ,United States,New York,Tompkins,"40,000 - 49,999",,"2,754","123,166","33,115","1,750","88,312","4,569","4,329",56,6
2011,Full-Year Nonresident,Indiana,United States,Indiana,All,"50,000 - 59,999",,67,"3,647",837,44,"2,631",123,40,114,7
2006,Full-Year Resident, Rensselaer ,United States,New York,Rensselaer,"50,000 - 59,999",,"4,217","231,304","54,886","2,932","173,486","9,333","8,338",44,7
2000,Full-Year Resident, Broome ,United States,New York,Broome,"40,000 - 49,999",,"6,410","287,019","74,016","5,343","207,660","10,403","10,201",9,6
2003,Full-Year Nonresident,Indiana,United States,Indiana,All,"75,000 - 99,999",,97,"8,416","1,653",78,"6,616",386,109,114,9
2007,Full-Year Nonresident,Oregon,United States,Oregon,All,"250,000 - 499,999",,139,"48,916","11,702",102,"37,111","3,012",418,136,12
2012,Full-Year Resident,Wyoming,United States,New York,Wyoming,"20,000 - 29,999",,"2,187","54,256.22","21,955.78","1,040","31,260.43","1,404.82",560.673,62,4
2007,Full-Year Resident, Washington ,United States,New York,Washington,"10,000 - 19,999",,"4,380","65,006","41,528","1,559","21,919",893,-816,59,3
2002,Full-Year Nonresident,Arizona,United States,Arizona,All,"100,000 - 199,999",,352,"49,168","8,069",209,"40,615","2,694",801,102,10
2011,Full-Year Nonresident,Pennsylvania,United States,Pennsylvania,All,"500,000 and over",,"2,887","8,249,222","142,755","3,281","6,864,600","609,749","69,752",137,13
2011,Full-Year Resident,Broome,United States,New York,Broome,"Under 5,000",,"15,332","-23,417","25,290",0,"1,185",47,"-4,251",9,1
2012,Full-Year Resident,Fulton,United States,New York,Fulton,"200,000 - 249,999",,75,"16,514.62","1,940.96",63,"14,510.65",965.988,882.743,23,11
2007,Full-Year Resident, Tompkins ,United States,New York,Tompkins,"200,000 - 249,999",,450,"100,189","10,371",404,"89,414","6,125","5,875",56,11
2000,Full-Year Nonresident,New Jersey,United States,New Jersey,All,"Under 5,000",,"6,541","16,068","14,457",1,"1,607",64,45,130,1
2000,Full-Year Nonresident,Indiana,United States,Indiana,All,"200,000 and over",,293,"463,701","25,803",355,"390,780","26,768","1,465",114,11
2001,Full-Year Resident, Tioga ,United States,New York,Tioga,"50,000 - 59,999",,"1,417","77,718","18,272","1,560","57,886","2,943","2,680",55,7
2004,Full-Year Nonresident,Georgia,United States,Georgia,All,"10,000 - 19,999",,"3,169","42,379","22,835",149,"19,392",789,134,110,3
2008,Full-Year Nonresident,Virginia,United States,Virginia,All,"100,000 - 199,999",,"1,609","228,912","34,310","1,068","150,590","10,037","2,977",145,10
2012,Full-Year Resident,Chemung,United States,New York,Chemung,"20,000 - 29,999",,"4,719","116,146.02","48,293.57","2,846.14","65,006.31","2,897.39",562.71,13,4
2005,Full-Year Resident, Residence Unknown ++ ,United States,New York,Residence Unknown ++,"50,000 - 59,999",,329,"17,992","4,384",124,"13,484",762,721,66,7
2005,Full-Year Resident, New York City - Manhattan ,United States,New York,Manhattan,"Under 5,000",,"88,338","156,937","152,680",5,"4,132",165,"-6,738",3,1
2008,Full-Year Resident, Yates ,United States,New York,Yates,"250,000 - 499,999",,50,"16,590","1,438",24,"15,128","1,036",959,63,12
2009,Full-Year Nonresident,North Carolina,United States,North Carolina,All,"40,000 - 49,999",,504,"22,595","6,396",307,"11,711",588,210,132,6
2003,Full-Year Resident, St. Lawrence ,United States,New York,St. Lawrence,"50,000 - 59,999",,"2,273","124,430","30,930","2,366","91,134","4,669","4,520",46,7
2008,Full-Year Nonresident,Texas,United States,Texas,All,"250,000 - 499,999",,"1,006","363,620","31,856","1,024","277,686","19,021","3,223",142,12
2012,Full-Year Resident,Tioga,United States,New York,Tioga,"50,000 - 59,999",,"1,326","72,872.05","17,597.05",989,"54,286.00","2,814.55","2,287.60",55,7
2004,Full-Year Resident, Clinton ,United States,New York,Clinton,"50,000 - 59,999",,"2,152","117,825","28,800","1,989","87,035","4,509","4,309",15,7
2010,Full-Year Resident,Oswego,United States,New York,Oswego,"250,000 - 499,999",,136,"44,003","3,081",117,"40,805","2,994","2,886",41,12
2002,Full-Year Resident, Monroe ,United States,New York,Monroe,"Under 5,000",,"52,602","108,943","102,485",0,"6,457",258,"-2,864",32,1
2006,Full-Year Nonresident,Arizona,United States,Arizona,All,"5,000 - 9,999",,132,984,748,0,236,9,4,102,2
2009,Full-Year Nonresident,Virginia,United States,Virginia,All,"500,000 and over",,"1,676","3,598,764","89,635","2,141","2,851,495","255,351","33,770",145,13
2001,Full-Year Resident, Schuyler ,United States,New York,Schuyler,"75,000 - 99,999",,358,"30,500","5,087",385,"25,029","1,438","1,410",50,9
2010,Full-Year Nonresident,Michigan,United States,Michigan,All,"30,000 - 39,999",,224,"7,820","2,324",76,"4,640",233,112,122,5
2004,Full-Year Nonresident,Massachusetts,United States,Massachusetts,All,"Under 5,000",,891,"2,052","1,762",0,290,12,-16,121,1
2006,Full-Year Resident, Putnam ,United States,New York,Putnam,"40,000 - 49,999",,"3,001","134,723","43,612","1,682","89,428","4,689","3,940",43,6
2012,Full-Year Resident,Residence Unknown ++,United States,New York,Residence Unknown ++,"250,000 - 499,999",d/,,,,,,,,66,12
2011,Full-Year Nonresident,Texas,United States,Texas,All,"10,000 - 19,999",,834,"12,500","6,011",151,"5,330",198,115,142,3
2011,Full-Year Resident,Schoharie,United States,New York,Schoharie,"60,000 - 74,999",,867,"58,266","13,817",720,"43,729","2,403","2,176",49,8
2006,Full-Year Nonresident,Kansas,United States,Kansas,All,"50,000 - 59,999",,32,"1,773",410,21,"1,342",73,26,116,7
2002,Full-Year Resident, Greene ,United States,New York,Greene,"200,000 and over",,135,"59,910","2,663",123,"57,124","3,913","3,710",25,11
2009,Full-Year Nonresident,Alabama,United States,Alabama,All,"40,000 - 49,999",,68,"3,067",815,32,"1,665",86,34,100,6
2008,Full-Year Resident, Westchester ,United States,New York,Westchester,"500,000 and over",,"15,591","27,579,930","1,119,078","25,465","26,435,387","1,810,818","1,655,557",61,13
2008,Full-Year Nonresident,Washington,United States,Washington,All,"5,000 - 9,999",,137,996,584,0,262,10,7,146,2
1999,Full-Year Resident, Hamilton ,United States,New York,Hamilton,"100,000 - 199,999",,60,"7,696",986,50,"6,660",435,411,26,10
2001,Full-Year Resident, Seneca ,United States,New York,Seneca,"30,000 - 39,999",,"1,488","51,590","16,372","1,215","34,003","1,614","1,514",51,5
2012,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident","100,000 - 199,999",,"883,044","119,529,323.80","19,188,428.08","882,094.33","99,458,801.37","6,270,974.52","5,961,917.34",67,10
2004,Full-Year Nonresident,Nevada,United States,Nevada,All,"60,000 - 74,999",,97,"6,551","1,758",58,"4,735",269,72,128,8
2003,Full-Year Resident, Tioga ,United States,New York,Tioga,"30,000 - 39,999",,"2,300","80,154","26,952","1,792","51,411","2,425","2,088",55,5
2005,Full-Year Resident, Chemung ,United States,New York,Chemung,"100,000 - 199,999",,"1,679","218,372","31,296","2,029","185,047","12,126","11,327",13,10
2010,Full-Year Resident,NYS Unclassified +,United States,New York,NYS Unclassified +,"50,000 - 59,999",d/,,,,,,,,65,7
2009,Full-Year Resident,Westchester,United States,New York,Westchester,"100,000 - 199,999",,"58,396","8,125,558","1,712,688","60,550","6,352,319","420,728","388,017",61,10
2007,Full-Year Resident, Allegany ,United States,New York,Allegany,"500,000 and over",,15,"29,102",739,14,"28,348","1,942","1,624",8,13
2012,Full-Year Nonresident,Georgia,United States,Georgia,All,"40,000 - 49,999",,492,"21,883.62","4,744.33",201.218,"12,089.56",628.838,348.166,110,6
2001,Full-Year Resident, Chemung ,United States,New York,Chemung,Total,,"37,603","1,355,816","353,215","20,404","982,197","55,443","50,426",13,12
2011,Full-Year Resident,Saratoga,United States,New York,Saratoga,"Under 5,000",,"15,757","-35,884","25,520",0,"1,729",69,-829,47,1
2006,Full-Year Resident, Washington ,United States,New York,Washington,"200,000 and over",,173,"77,658","4,945",152,"72,562","4,970","4,564",59,11
2010,Full-Year Resident,Ulster,United States,New York,Ulster,"250,000 - 499,999",,659,"214,837","18,130",618,"196,088","14,323","13,571",57,12
